iso3,year,value
AGO,2023,51.4839046246776
AGO,2021,53.1351542727131
AGO,2016,54.4167987304753
AGO,2011,29.6869517832747
AGO,2010,28.2108038778932
AGO,2009,24.3320198059082
AGO,2008,22.7990207672119
AGO,2002,16.1495990753174
AGO,2001,15.0013399124146
AGO,2000,13.3690700531006
AGO,1999,11.7708902359009
AGO,1998,11.8974800109863
AGO,1992,11.4410495758057
AGO,1991,10.1731996536255
AGO,1990,9.64206981658936
AGO,1989,10.4483404159546
AGO,1988,9.44001007080078
AGO,1987,11.1706104278565
AGO,1986,11.4603796005249
AGO,1985,9.99211025238037
AGO,1984,11.5424299240112
AGO,1983,9.17257976531982
AGO,1982,9.97611999511719
AGO,1981,13.9767599105835
AGO,1980,10.8339395523071
AGO,1978,8.47220039367676
AGO,1973,7.66084003448486
AGO,1972,6.82846021652222
AGO,1971,6.15856981277466
BDI,2025,23.1256008148193
BDI,2020,44.9151717353101
BDI,2019,41.8352417514484
BDI,2018,46.330394174756
BDI,2017,48.2243487332289
BDI,2016,47.4715342848197
BDI,2015,43.9351929825496
BDI,2014,40.2641258748146
BDI,2013,34.2124507321275
BDI,2012,29.5732898712158
BDI,2011,26.7943801879883
BDI,2010,23.7647094726562
BDI,2009,20.8934001922607
BDI,2007,15.3361196517944
BDI,2006,14.3381099700928
BDI,2005,12.9770698547363
BDI,2004,11.8093099594116
BDI,2003,10.2563495635986
BDI,2002,9.92739963531494
BDI,2001,9.41998958587646
BDI,1993,6.10045003890991
BDI,1992,5.52936983108521
BDI,1991,5.19403982162476
BDI,1990,4.60391998291016
BDI,1989,4.30228996276855
BDI,1988,3.90317010879517
BDI,1987,3.73199009895325
BDI,1986,3.38247990608215
BDI,1985,3.18098998069763
BDI,1984,2.91128993034363
BDI,1983,2.75788998603821
BDI,1982,2.89607000350952
BDI,1981,2.73457002639771
BDI,1980,2.4968900680542
BDI,1979,2.46285009384155
BDI,1978,2.37529993057251
BDI,1977,2.24475002288818
BDI,1976,2.27378988265991
BDI,1975,2.09219002723694
BDI,1974,1.73073995113373
BDI,1973,1.39962005615234
BDI,1972,1.7769900560379
BDI,1971,1.69605004787445
BEN,2022,43.5606498718262
BEN,2021,44.2737998962402
BEN,2020,43.9858703613281
BEN,2016,55.2945899963379
BEN,2015,55.1333084106445
BEN,2014,52.5952682495117
BEN,2013,52.0378494262695
BEN,2011,45.7294692993164
BEN,2004,26.7041492462158
BEN,2003,24.9001197814941
BEN,2002,23.5846691131592
BEN,2001,21.7104396820068
BEN,2000,20.0005397796631
BEN,1999,19.2567005157471
BEN,1987,13.8815498352051
BEN,1986,14.9980697631836
BEN,1985,17.3734798431396
BEN,1984,18.3752899169922
BEN,1983,19.3123397827148
BEN,1982,16.8068695068359
BEN,1981,14.0813703536987
BEN,1980,11.2798700332642
BEN,1979,9.87539005279541
BEN,1978,9.18058013916016
BEN,1977,8.40485000610352
BEN,1976,7.92439985275269
BEN,1975,7.63440990447998
BEN,1974,6.59416007995605
BEN,1973,5.97448015213013
BEN,1972,4.88382005691528
BEN,1971,4.0755500793457
BFA,2024,29.9905774531085
BFA,2023,30.8551216331757
BFA,2022,33.6212866168282
BFA,2021,38.1480312365517
BFA,2020,39.2540084845692
BFA,2019,40.0770460332282
BFA,2018,39.6278467471779
BFA,2017,37.1627510802261
BFA,2016,34.9336280775566
BFA,2015,32.8931343608996
BFA,2014,29.5668744354491
BFA,2013,27.6008880705968
BFA,2012,25.2399681000378
BFA,2011,23.1764371916742
BFA,2010,21.1780201888507
BFA,2009,19.4353504180908
BFA,2008,17.9947395324707
BFA,2007,15.2793703079224
BFA,2006,14.1544599533081
BFA,2005,13.3723297119141
BFA,2004,12.3676996231079
BFA,2003,11.2848196029663
BFA,2001,10.0396404266357
BFA,2000,9.85589981079102
BFA,1999,9.29944038391113
BFA,1994,8.05136013031006
BFA,1993,7.73708009719849
BFA,1992,7.33198976516724
BFA,1991,7.12624979019165
BFA,1990,6.78861999511719
BFA,1989,6.50735998153687
BFA,1988,5.72839021682739
BFA,1987,5.10592985153198
BFA,1986,4.48827981948853
BFA,1985,3.77155995368958
BFA,1984,3.17685008049011
BFA,1983,2.95922994613648
BFA,1982,2.92724990844727
BFA,1981,2.63835000991821
BFA,1980,2.4734799861908
BFA,1979,2.12760996818542
BFA,1978,2.01066994667053
BFA,1977,1.93594002723694
BFA,1976,1.78524994850159
BFA,1975,1.74807000160217
BFA,1974,1.67333996295929
BFA,1973,1.44518005847931
BFA,1972,1.3668999671936
BFA,1971,1.3445600271225
BWA,2021,70.6292572021484
BWA,2008,77.806510925293
BWA,2007,82.4867095947266
BWA,2006,81.6948394775391
BWA,2005,79.5636215209961
BWA,2004,78.3988189697266
BWA,2003,76.5648727416992
BWA,2002,75.8795700073242
BWA,2001,75.3002014160156
BWA,2000,76.1968231201172
BWA,1999,75.0786209106445
BWA,1998,74.405143737793
BWA,1995,58.8820610046387
BWA,1994,53.1301307678223
BWA,1993,55.1363792419434
BWA,1992,51.1772499084473
BWA,1991,51.9570999145508
BWA,1990,43.0783309936523
BWA,1989,39.1617698669434
BWA,1988,33.4043807983398
BWA,1987,33.7296409606934
BWA,1986,32.2607612609863
BWA,1985,30.3325805664062
BWA,1984,26.8535594940186
BWA,1983,22.4902000427246
BWA,1981,22.0947799682617
BWA,1980,20.0036296844482
BWA,1979,19.371789932251
BWA,1978,19.7206707000732
BWA,1977,19.36376953125
BWA,1976,18.3707294464111
BWA,1975,16.8735599517822
BWA,1974,15.2034397125244
BWA,1973,13.983320236206
BWA,1972,10.6847400665283
BWA,1971,9.72729015350342
BWA,1970,8.29621982574463
CAF,2017,15.8074398040772
CAF,2016,13.9465503692627
CAF,2012,15.6197595596313
CAF,2011,15.9189596176147
CAF,2009,11.9955196380615
CAF,2002,10.9962396621704
CAF,2001,10.9798498153687
CAF,1992,10.2222499847412
CAF,1991,12.2781200408935
CAF,1990,12.1238403320312
CAF,1989,11.3615598678589
CAF,1988,11.6077404022217
CAF,1987,12.6296901702881
CAF,1986,14.7474298477173
CAF,1985,14.5128698348999
CAF,1983,14.072509765625
CAF,1982,13.9929599761963
CAF,1981,11.7866201400757
CAF,1980,10.1856203079224
CAF,1979,8.72507953643799
CAF,1978,8.31770038604736
CAF,1977,6.86375999450684
CAF,1976,6.45628976821899
CAF,1975,5.7471399307251
CAF,1974,5.36774015426636
CAF,1973,4.8976001739502
CAF,1972,4.31066989898682
CAF,1971,3.51150989532471
CIV,2024,65.3065056618336
CIV,2023,63.9607557764462
CIV,2022,54.0714108290486
CIV,2021,57.135967003236
CIV,2020,55.4380323721262
CIV,2019,53.791930617454
CIV,2018,51.072614509286
CIV,2017,49.0863555848622
CIV,2016,46.2425069943643
CIV,2015,43.9865647318392
CIV,2014,40.4629922041554
CIV,1999,21.0010890960693
CIV,1987,17.0907402038574
CIV,1985,17.7126197814941
CIV,1984,17.5473194122314
CIV,1983,17.7665195465088
CIV,1981,18.0322895050049
CIV,1980,16.8812007904053
CIV,1979,15.2307796478272
CIV,1978,14.003339767456
CIV,1977,12.9619598388672
CIV,1976,12.4472599029541
CIV,1975,11.4515104293823
CIV,1974,10.818699836731
CIV,1973,11.0865001678467
CIV,1972,10.1796903610229
CIV,1971,9.22047996520996
CMR,2023,44.840795775403
CMR,2022,45.6066724321371
CMR,2021,45.5255767078224
CMR,2016,61.4037045147156
CMR,2015,60.4960883608074
CMR,2014,59.1253563645436
