iso3,year,value
AGO,2024,9.9549065722902
AGO,2023,10.04935810264
AGO,2016,9.78287696232453
AGO,2015,8.78320868033121
AGO,2013,9.22339720175662
AGO,2011,6.44004138280629
AGO,2006,2.55977010726929
AGO,2005,2.6385600566864
AGO,2004,2.14597010612488
AGO,2003,2.87620997428894
AGO,2002,0.783640027046204
AGO,1999,0.554629981517792
AGO,1998,0.613650023937225
AGO,1992,0.573329985141754
AGO,1991,0.60505998134613
AGO,1990,0.594919979572296
AGO,1989,0.5659099817276
AGO,1988,0.581809997558594
BDI,2025,6.38454008102417
BDI,2023,6.02545976638794
BDI,2018,4.55281922933846
BDI,2017,4.30528005798307
BDI,2016,3.97908916361797
BDI,2015,5.25856537918645
BDI,2014,4.46892058042299
BDI,2013,3.70341642841244
BDI,2012,2.92052732762984
BDI,2010,3.05528938002435
BDI,2009,2.6779100894928
BDI,2008,2.49793004989624
BDI,2007,2.26625990867615
BDI,2006,2.16554999351502
BDI,2005,2.13503003120422
BDI,2004,2.10109996795654
BDI,2002,1.60111999511719
BDI,2001,1.03059995174408
BDI,2000,1.05474996566773
BDI,1999,0.916909992694855
BDI,1998,0.864509999752045
BDI,1993,0.828920006752014
BDI,1992,0.786339998245239
BDI,1991,0.755699992179871
BDI,1990,0.681379973888397
BDI,1989,0.726930022239685
BDI,1988,0.727800011634827
BDI,1987,0.623340010643005
BDI,1986,0.639429986476898
BDI,1985,0.578610002994537
BDI,1984,0.558409988880157
BDI,1982,0.490969985723495
BDI,1981,0.443080008029938
BDI,1980,0.462680011987686
BDI,1979,0.447210013866425
BDI,1976,0.281199991703033
BDI,1975,0.227899998426437
BDI,1974,0.226860001683235
BDI,1973,0.155389994382858
BDI,1972,0.152759999036789
BDI,1971,0.153439998626709
BEN,2022,10.2350101470947
BEN,2021,9.82796955108643
BEN,2020,10.3808002471924
BEN,2019,10.3906803131103
BEN,2018,11.5739097595215
BEN,2017,11.337929725647
BEN,2016,11.9529895782471
BEN,2015,12.4851799011231
BEN,2014,14.6916198730469
BEN,2013,14.7752199172974
BEN,2012,12.8605403900147
BEN,2011,11.8088598251343
BEN,2010,12.6081895828247
BEN,2009,9.3462495803833
BEN,2008,7.34216022491455
BEN,2007,7.43086004257202
BEN,2006,6.20295000076294
BEN,2005,5.41120004653931
BEN,2004,5.47938013076782
BEN,2003,5.43203020095825
BEN,2002,4.92833995819092
BEN,2001,4.20038986206055
BEN,2000,3.49604988098144
BEN,1999,3.09658002853394
BEN,1997,2.43330001831055
BEN,1996,1.99114000797272
BEN,1995,1.97397005558014
BEN,1994,1.89841997623444
BEN,1993,1.94243001937866
BEN,1992,2.13378000259399
BEN,1991,2.25591993331909
BEN,1990,1.9679399728775
BEN,1989,2.15107011795044
BEN,1988,2.01651000976562
BEN,1987,2.07451009750366
BEN,1986,2.18576002120972
BEN,1985,1.81951999664307
BEN,1984,1.76051998138428
BEN,1983,1.70726001262665
BEN,1982,1.582200050354
BEN,1981,1.33398997783661
BEN,1980,0.974849998950958
BEN,1979,0.900799989700317
BEN,1978,1.02020001411438
BEN,1977,0.928269982337952
BEN,1976,0.702579975128174
BEN,1975,0.650449991226196
BEN,1974,0.673799991607666
BEN,1973,0.408630013465881
BEN,1972,0.222859993577004
BEN,1971,0.121500000357628
BFA,2024,10.0419678526515
BFA,2023,10.1078755635882
BFA,2022,9.67069485831779
BFA,2021,9.30513098594236
BFA,2020,7.64277062242324
BFA,2019,6.90532594926159
BFA,2018,6.31826110291158
BFA,2017,5.8341880408112
BFA,2016,5.40541465878063
BFA,2015,4.90356866333498
BFA,2014,4.89539917725699
BFA,2013,4.57338342077701
BFA,2012,4.33792685706514
BFA,2011,3.91906920981907
BFA,2010,3.34944579587797
BFA,2009,3.26682996749878
BFA,2008,2.92968010902405
BFA,2007,2.40549993515015
BFA,2006,2.25787997245789
BFA,2005,2.14314007759094
BFA,2003,1.50508999824524
BFA,2002,1.34107005596161
BFA,2001,1.11434996128082
BFA,1999,0.983640015125275
BFA,1997,0.968949973583221
BFA,1996,1.05685997009277
BFA,1995,1.1000200510025
BFA,1994,1.05731999874115
BFA,1993,1.0837299823761
BFA,1992,0.928770005702972
BFA,1991,0.695360004901886
BFA,1990,0.744490027427673
BFA,1989,0.737389981746674
BFA,1988,0.659489989280701
BFA,1987,0.618170022964478
BFA,1986,0.591409981250763
BFA,1985,0.572809994220734
BFA,1984,0.523060023784637
BFA,1983,0.488929986953735
BFA,1982,0.419779986143112
BFA,1981,0.277289986610413
BFA,1980,0.213699996471405
BFA,1979,0.231639996170998
BFA,1978,0.2274100035429
BFA,1977,0.189649999141693
BFA,1976,0.211730003356934
BFA,1975,0.106890000402927
BFA,1974,0.0918599963188171
BFA,1973,0.0592299997806549
BFA,1972,0.0499299988150597
BFA,1971,0.0391299985349178
BWA,2024,21.4087908549348
BWA,2023,20.5658232475186
BWA,2022,20.7095613715302
BWA,2021,21.2032904951187
BWA,2020,22.4017870513653
BWA,2019,21.4965480211896
BWA,2017,21.4762885165012
BWA,2016,22.6605855291776
