iso3,year,value
AGO,2024,0.362845240712436
AGO,2023,0.373668982990052
AGO,2022,0.386698155907211
AGO,2021,0.39092529517689
AGO,2020,0.363264238710965
AGO,2019,0.367770426844486
AGO,2018,0.350066962955579
AGO,2017,0.32055404693903
AGO,2016,0.290319010302891
AGO,2015,0.545394210158053
AGO,2014,0.323076272251349
AGO,2013,0.0851575464292457
AGO,2012,0.081469909077961
AGO,2011,0.0653099765004654
AGO,2010,0.0643919840565448
AGO,2009,0.0669201512770172
AGO,2008,0.0738785619400282
AGO,2007,0.0563080378857804
AGO,2006,0.0372615340510617
BDI,2023,0.0203441336211462
BDI,2022,0.0300650914860841
BDI,2021,0.0304886490520483
BDI,2020,0.0335260991567275
BDI,2019,0.0317494355111928
BDI,2018,0.0331803020141076
BDI,2017,0.0340147819169285
BDI,2016,0.0288715169450892
BDI,2015,0.0250824162395746
BDI,2014,0.0157410541043178
BDI,2013,0.0146944141397431
BDI,2012,0.00697049000360241
BDI,2011,0.00511423261094026
BDI,2010,0.00375408843693835
BDI,2009,0.00178817981846846
BDI,2008,0.00188110543631241
BEN,2024,0.277382047807868
BEN,2023,0.170880461346773
BEN,2022,0.153072411564925
BEN,2021,0.154166533404575
BEN,2020,0.229384945213792
BEN,2019,0.199854558369357
BEN,2018,0.218309314921079
BEN,2017,0.237670455772448
BEN,2016,0.190616354708843
BEN,2015,0.644882115781616
BEN,2014,0.411776822565069
BEN,2013,0.396653828045145
BEN,2012,0.401638561456682
BEN,2011,0.371868455954814
BEN,2010,0.275927983143427
BEN,2009,0.200443286622122
BEN,2008,0.0912827765741349
BEN,2007,0.00792944447317162
BEN,2006,0.0172317761313903
BEN,2005,0.00232609364378297
BEN,2004,0.000992757284080806
BEN,2003,0.000265383725911688
BEN,2002,0.000273600449017423
BFA,2024,0.851360416490348
BFA,2023,0.459463342299517
BFA,2022,0.214398323020291
BFA,2021,0.0740660150924452
BFA,2020,0.0650831126106853
BFA,2019,0.0573181352576325
BFA,2018,0.0676084024258783
BFA,2017,0.062133040708376
BFA,2016,0.0640501279140636
BFA,2015,0.049814972578599
BFA,2014,0.0296662638571705
BFA,2013,0.0732506380609795
BFA,2012,0.0834367606364837
BFA,2011,0.0844020984871601
BFA,2010,0.0847216746170896
BFA,2009,0.0760467842719439
BFA,2008,0.0672823268281298
BFA,2007,0.045436423529831
