year,iso3,INFRA,INFRA_PC,INFRA_k,HCR,HCR_PC,HCR_k
1990,LBR,-0.24970864494829256,-0.25342927962605005,2,,,1
1990,LSO,-0.09741935946598806,-0.09514219411286182,2,0.3103024884588529,0.33054052621628166,4
1990,MDG,-0.357582733350596,-0.3655519086180727,2,0.14655184599697912,0.11680798398650949,3
1990,MLI,-0.4638467429400853,-0.4760010470429831,2,-1.18981936060653,-1.1920595583887748,4
1990,MOZ,-0.28866817437706527,-0.29392320109081577,2,-0.8482335670168256,-0.8484311333356792,3
1990,MRT,-0.3300775874338243,-0.3369634930247337,2,-0.29613518444922976,-0.32646883066225346,4
1990,MUS,3.5062115487678995,3.4203256944495735,3,1.4126608236619285,1.4361400070270016,4
1990,MWI,-0.3454902592515209,-0.352983181437271,2,-0.5481196214648575,-0.5278912066803167,4
1990,NAM,0.8627988147081254,0.9028934573478326,2,1.4883603945794173,1.4822843397988268,3
1990,NER,-0.47193740686677343,-0.4844103557396935,2,-1.2112303787618552,-1.2147890883649137,4
1990,NGA,-0.36135360001144895,-0.36673493205657637,3,-0.06254005320520686,-0.059223408825276096,3
1990,RWA,-0.44867121943323063,-0.46022784685080004,2,-0.7155966380406152,-0.6964356478590498,3
1990,SDN,-0.32061256378658204,-0.3248611381644897,3,-0.9170814993326357,-0.9169225049852552,2
1990,SEN,-0.15793050634350198,-0.15803652742047383,2,-0.5832296754081426,-0.5812452385909603,3
1990,SLE,-0.31971765979051847,-0.32619554735086065,2,-0.45870117348242256,-0.46162900276329594,4
1990,SOM,-0.39411645189757705,-0.40352448044705197,2,,,0
1990,SSD,,,0,,,0
1990,STP,0.35937884641823203,0.3796466687284978,2,,,1
1990,SWZ,0.2816277983239165,0.2988334535409135,2,1.3535775306925057,1.3661813958117355,3
1990,SYC,1.7290227933219011,1.8032330218954964,2,,,0
1990,TCD,-0.5090153683426754,-0.5229486050998085,2,-1.0997502036536633,-1.0970960428800083,2
1990,TGO,-0.35686691460063913,-0.36480789788003865,2,0.006001389446326631,-0.0004756896944908687,4
1990,TZA,-0.34478395118542216,-0.3522490559542919,2,-0.06704780641161538,-0.0675827424092264,2
1990,UGA,-0.4345257304252339,-0.44552524829868584,2,-0.33969649156730636,-0.33696360870592074,4
1990,ZAF,1.697949338192202,1.749967740191812,2,2.4165779782585544,2.41402210363584,4
1990,ZMB,-0.26990081453331927,-0.2732457816756252,3,0.36065727694991834,0.3609646646924064,4
1990,ZWE,0.15284748149292463,0.16498121989174272,2,1.2933996196381778,1.2912703094388354,4
1991,AGO,-0.18456848412089097,-0.18572559742585235,3,-0.8043656652253363,-0.7970782860463301,3
1991,BDI,-0.36412298289065576,-0.36856071424666187,3,-0.7955515284448672,-0.7965848490334793,4
1991,BEN,-0.3127444243791984,-0.31613336330089653,3,-0.356053379162763,-0.3820859594169961,3
1991,BFA,-0.355634684932707,-0.3598480212283634,3,-0.9262739740650233,-0.9276148713004406,3
1991,BWA,0.02636676071608446,0.027902399095153706,4,1.30930698075994,1.3100555671587448,4
1991,CAF,-0.344322771095844,-0.3479666890164043,3,-0.4699431495236151,-0.478435659289087,4
1991,CIV,-0.17122760387108213,-0.1721854807038435,3,-0.462329993746223,-0.4616479072516242,2
1991,CMR,-0.22259717976844884,-0.22420192595437982,3,0.24514398753379726,0.22883409606518446,4
1991,COD,-0.408157871617997,-0.413377790457919,3,0.22609058153588216,0.22008171960401451,3
1991,COG,-0.14354761147105735,-0.14376208944381372,3,1.3288973679834108,1.325254701411643,4
1991,COM,-0.05427005176661797,-0.05025436262565535,2,-0.24712201299827843,-0.20516513219130586,2
1991,CPV,0.4902263333404832,0.5156866068792822,2,,,1
1991,DJI,0.0008541240234989644,0.004404029402523456,3,-1.485170964535639,-1.4693642391389996,2
1991,ERI,-0.2017238574458728,-0.20402932147903619,2,,,0
1991,ETH,-0.32176879332138436,-0.3254448270910908,3,-0.7775948732100407,-0.7743336578638306,3
1991,GAB,0.2845016586640616,0.2917046744990607,3,1.1909415468990765,1.1924090417741902,2
1991,GHA,-0.3082496719912633,-0.3116533416532692,3,0.060121918527450205,0.0823503128315654,4
1991,GIN,-0.3664215233489702,-0.370884984060389,3,-0.8622791216306605,-0.8663157301510941,4
1991,GMB,-0.04761776131726547,-0.04554633487630376,3,-0.7033071533325191,-0.6981180902818783,3
1991,GNB,-0.14507991706022827,-0.14464070679719604,2,,,1
1991,GNQ,-0.3619004846650027,-0.37000059089398496,2,,,1
1991,KEN,-0.1007924710891186,-0.10043884389643301,3,0.516975712410195,0.5172260427659532,2
1991,LBR,-0.4300007618670988,-0.44078294676899854,2,,,1
1991,LSO,-0.15404557336970137,-0.15449942068227376,3,0.2825426550706354,0.2963054491099155,4
1991,MDG,-0.29903862605510984,-0.30203093249430246,3,0.35820124389582986,0.33778294581190255,2
1991,MLI,-0.38062035824190893,-0.3851997173928563,3,-1.1080490375629375,-1.1090192099673752,4
1991,MOZ,-0.2561753498237646,-0.2584478608380932,3,-0.8082851655858213,-0.8064920475386194,3
1991,MRT,-0.3254379060210231,-0.33210196076007725,2,-0.30663685706267424,-0.3340034819197943,4
1991,MUS,3.1893598248805946,3.1104796210309953,4,1.2833312094357476,1.2877039911722814,4
1991,MWI,-0.34415393275695605,-0.351555104262822,2,-0.5217917692915275,-0.5055837307547465,4
1991,NAM,0.5015141481328339,0.5131667117738818,3,1.2102978059921499,1.222832916452281,4
1991,NER,-0.39320725762457726,-0.3980889789562457,3,-1.1270261332742997,-1.1291684432604072,4
1991,NGA,-0.17954305990279484,-0.17971990057880619,4,-0.11824040611692596,-0.1180389921000805,2
1991,RWA,-0.37575307073229,-0.380333316118964,3,-0.557531596082848,-0.5528859187164883,2
1991,SDN,-0.27016305644119276,-0.27214174068575453,4,-0.8885639139311052,-0.8883761144302603,2
1991,SEN,-0.1804059560162781,-0.18148419645271255,3,-0.5844551135282257,-0.5818385157096951,3
1991,SLE,-0.2989231927630452,-0.30219079547274696,3,-0.5193171615828702,-0.5231378985580779,4
1991,SOM,-0.34425969377916665,-0.34834094233739554,3,,,0
1991,SSD,,,0,,,0
1991,STP,0.3187739140233869,0.337481661784562,2,,,1
